noise number; onset time ms; duration ms
331; 7523.000000; 1.000000
332; 7546.000000; 2.000000
333; 7628.000000; 2.000000
334; 7636.000000; 6.000000
335; 7731.000000; 1.000000
336; 7745.000000; 2.000000
337; 7794.000000; 4.000000
338; 7813.000000; 2.000000
339; 7819.000000; 1.000000
340; 7876.000000; 2.000000
341; 7908.000000; 1.000000
342; 8094.000000; 7.000000
343; 8212.000000; 2.000000
344; 8227.000000; 1.000000
345; 8370.000000; 1.000000
346; 8497.000000; 1.000000
347; 8534.000000; 2.000000
348; 8546.000000; 2.000000
349; 8549.000000; 2.000000
350; 8589.000000; 5.000000
351; 8698.000000; 2.000000
352; 8704.000000; 1.000000
353; 8770.000000; 2.000000
354; 8817.000000; 1.000000
355; 8833.000000; 1.000000
356; 8863.000000; 1.000000
357; 8910.000000; 1.000000
358; 8921.000000; 1.000000
359; 8925.000000; 1.000000
360; 9240.000000; 1.000000
361; 9280.000000; 1.000000
362; 9327.000000; 1.000000
363; 9419.000000; 2.000000
364; 9433.000000; 1.000000
365; 9600.000000; 3.000000
366; 9604.000000; 2.000000
367; 9616.000000; 2.000000
368; 9623.000000; 2.000000
369; 9628.000000; 2.000000
370; 9652.000000; 2.000000
371; 9675.000000; 2.000000
372; 9687.000000; 5.000000
373; 9746.000000; 2.000000
374; 9769.000000; 6.000000
375; 9781.000000; 2.000000
376; 9805.000000; 1.000000
377; 9817.000000; 1.000000
378; 9852.000000; 2.000000
379; 9863.000000; 2.000000
380; 9875.000000; 1.000000
381; 9935.000000; 1.000000
382; 9957.000000; 2.000000
383; 10016.000000; 3.000000
384; 10052.000000; 1.000000
385; 10075.000000; 1.000000
386; 10087.000000; 1.000000
387; 10110.000000; 2.000000
388; 10158.000000; 2.000000
389; 10169.000000; 2.000000
390; 10182.000000; 1.000000
391; 10204.000000; 3.000000
392; 10217.000000; 1.000000
393; 10252.000000; 2.000000
394; 10275.000000; 3.000000
395; 10299.000000; 2.000000
396; 10310.000000; 3.000000
397; 10334.000000; 1.000000
398; 10357.000000; 2.000000
399; 10369.000000; 3.000000
400; 10405.000000; 2.000000
401; 10576.000000; 3.000000
402; 10580.000000; 2.000000
403; 10883.000000; 3.000000
404; 10959.000000; 1.000000
405; 11217.000000; 1.000000
406; 11287.000000; 2.000000
407; 11429.000000; 1.000000
408; 11462.000000; 1.000000
409; 11691.000000; 3.000000
410; 11710.000000; 1.000000
411; 11769.000000; 1.000000
412; 11852.000000; 2.000000
413; 11864.000000; 2.000000
414; 11911.000000; 2.000000
415; 11920.000000; 1.000000
416; 11922.000000; 3.000000
417; 11945.000000; 2.000000
418; 11967.000000; 5.000000
419; 12062.000000; 2.000000
420; 12075.000000; 2.000000
421; 12097.000000; 4.000000
422; 12111.000000; 1.000000
423; 12122.000000; 3.000000
424; 12146.000000; 6.000000
425; 12157.000000; 3.000000
426; 12169.000000; 1.000000
427; 12185.000000; 2.000000
428; 12191.000000; 3.000000
429; 12215.000000; 7.000000
430; 12226.000000; 1.000000
431; 12249.000000; 2.000000
432; 12252.000000; 2.000000
433; 12274.000000; 4.000000
434; 12285.000000; 1.000000
435; 12291.000000; 1.000000
436; 12295.000000; 1.000000
437; 12299.000000; 1.000000
438; 12301.000000; 2.000000
439; 12310.000000; 5.000000
440; 12344.000000; 7.000000
441; 12367.000000; 4.000000
442; 12452.000000; 1.000000
443; 12464.000000; 2.000000
444; 12479.000000; 1.000000
445; 12488.000000; 2.000000
446; 12509.000000; 4.000000
447; 12514.000000; 3.000000
448; 12520.000000; 2.000000
449; 12523.000000; 2.000000
450; 12532.000000; 1.000000
451; 12534.000000; 3.000000
452; 12538.000000; 7.000000
453; 12550.000000; 1.000000
454; 12556.000000; 2.000000
455; 12567.000000; 5.000000
456; 12581.000000; 2.000000
457; 12603.000000; 2.000000
458; 12614.000000; 3.000000
459; 12620.000000; 2.000000
460; 12628.000000; 1.000000
461; 12644.000000; 1.000000
462; 12661.000000; 2.000000
463; 12673.000000; 2.000000
464; 12708.000000; 3.000000
465; 12732.000000; 2.000000
466; 12737.000000; 3.000000
467; 12755.000000; 1.000000
468; 12780.000000; 2.000000
469; 12786.000000; 2.000000
470; 12812.000000; 6.000000
471; 12826.000000; 1.000000
472; 12828.000000; 2.000000
473; 12838.000000; 2.000000
474; 12850.000000; 2.000000
475; 12856.000000; 1.000000
476; 12861.000000; 1.000000
477; 12874.000000; 1.000000
478; 12887.000000; 1.000000
479; 12891.000000; 2.000000
480; 12896.000000; 1.000000
481; 12921.000000; 1.000000
482; 12932.000000; 2.000000
483; 12992.000000; 2.000000
484; 13020.000000; 1.000000
485; 13051.000000; 2.000000
486; 13070.000000; 1.000000
487; 13088.000000; 1.000000
488; 13455.000000; 3.000000
489; 13475.000000; 1.000000
490; 13556.000000; 2.000000
491; 13687.000000; 2.000000
492; 13816.000000; 2.000000
493; 13898.000000; 3.000000
494; 13946.000000; 4.000000
495; 14263.000000; 2.000000
496; 14310.000000; 3.000000
497; 14319.000000; 3.000000
498; 14389.000000; 1.000000
499; 14402.000000; 1.000000
500; 14414.000000; 1.000000
501; 14452.000000; 6.000000
502; 14463.000000; 1.000000
503; 14508.000000; 1.000000
504; 14510.000000; 5.000000
505; 14520.000000; 3.000000
506; 14533.000000; 3.000000
507; 14551.000000; 1.000000
508; 14567.000000; 1.000000
509; 14569.000000; 3.000000
510; 14579.000000; 5.000000
511; 14616.000000; 2.000000
512; 14675.000000; 2.000000
513; 14721.000000; 4.000000
514; 14734.000000; 3.000000
515; 14772.000000; 1.000000
516; 14829.000000; 2.000000
517; 14866.000000; 3.000000
518; 14873.000000; 1.000000
519; 14879.000000; 1.000000
520; 14903.000000; 1.000000
521; 14909.000000; 1.000000
522; 14911.000000; 2.000000
523; 14919.000000; 1.000000
524; 14923.000000; 1.000000
525; 14934.000000; 1.000000
526; 14957.000000; 3.000000
527; 14961.000000; 2.000000
528; 14970.000000; 5.000000
529; 14981.000000; 3.000000
530; 14990.000000; 1.000000
531; 14994.000000; 1.000000
532; 15005.000000; 2.000000
533; 15008.000000; 2.000000
534; 15014.000000; 4.000000
535; 15029.000000; 2.000000
536; 15048.000000; 3.000000
537; 15063.000000; 2.000000
538; 15075.000000; 1.000000
539; 15090.000000; 1.000000
540; 15099.000000; 2.000000
541; 15297.000000; 6.000000
542; 15562.000000; 2.000000
543; 15699.000000; 2.000000
544; 15793.000000; 1.000000
545; 15867.000000; 1.000000
546; 16009.000000; 2.000000
547; 16029.000000; 2.000000
548; 16075.000000; 2.000000
549; 16124.000000; 1.000000
550; 16146.000000; 2.000000
551; 16264.000000; 1.000000
552; 16266.000000; 3.000000
553; 16275.000000; 3.000000
554; 16312.000000; 2.000000
555; 16324.000000; 1.000000
556; 16354.000000; 3.000000
557; 16361.000000; 3.000000
558; 16367.000000; 9.000000
559; 16377.000000; 2.000000
560; 16428.000000; 7.000000
561; 16483.000000; 1.000000
562; 16498.000000; 6.000000
563; 16551.000000; 4.000000
564; 16662.000000; 5.000000
565; 17026.000000; 6.000000
566; 17306.000000; 1.000000
567; 17702.000000; 4.000000
568; 17710.000000; 3.000000
569; 17714.000000; 3.000000
570; 17727.000000; 2.000000
571; 17730.000000; 6.000000
572; 17751.000000; 2.000000
573; 17757.000000; 3.000000
574; 17761.000000; 3.000000
575; 17780.000000; 3.000000
576; 17816.000000; 2.000000
577; 17821.000000; 2.000000
578; 17824.000000; 2.000000
579; 17829.000000; 1.000000
580; 17839.000000; 3.000000
581; 17852.000000; 2.000000
582; 17875.000000; 3.000000
583; 17922.000000; 2.000000
584; 18017.000000; 1.000000
585; 18078.000000; 6.000000
586; 18252.000000; 5.000000
587; 18261.000000; 6.000000
588; 18275.000000; 3.000000
589; 18287.000000; 3.000000
590; 18299.000000; 3.000000
591; 18303.000000; 2.000000
592; 18323.000000; 2.000000
593; 18334.000000; 2.000000
594; 18347.000000; 2.000000
595; 18359.000000; 2.000000
596; 18370.000000; 2.000000
597; 18393.000000; 3.000000
598; 18405.000000; 1.000000
599; 18417.000000; 1.000000
600; 18428.000000; 3.000000
601; 18442.000000; 1.000000
602; 18452.000000; 3.000000
603; 18477.000000; 1.000000
604; 18511.000000; 2.000000
605; 18523.000000; 1.000000
606; 18534.000000; 3.000000
607; 18581.000000; 3.000000
608; 18606.000000; 2.000000
609; 18617.000000; 2.000000
610; 18629.000000; 1.000000
611; 18641.000000; 2.000000
612; 18652.000000; 3.000000
613; 18688.000000; 2.000000
614; 18712.000000; 2.000000
615; 18723.000000; 2.000000
616; 18748.000000; 1.000000
617; 18759.000000; 1.000000
618; 18781.000000; 3.000000
619; 18789.000000; 7.000000
620; 18828.000000; 3.000000
621; 18853.000000; 1.000000
622; 18864.000000; 2.000000
623; 18876.000000; 2.000000
624; 18888.000000; 1.000000
625; 18897.000000; 5.000000
626; 18925.000000; 4.000000
627; 18934.000000; 3.000000
628; 18946.000000; 2.000000
629; 18971.000000; 1.000000
630; 18982.000000; 1.000000
631; 19005.000000; 2.000000
632; 19029.000000; 1.000000
633; 19052.000000; 2.000000
634; 19250.000000; 1.000000
635; 19277.000000; 1.000000
636; 19450.000000; 1.000000
637; 19597.000000; 1.000000
638; 19611.000000; 1.000000
639; 19710.000000; 7.000000
640; 19733.000000; 6.000000
641; 19746.000000; 6.000000
642; 19785.000000; 3.000000
643; 20509.000000; 9.000000
644; 20521.000000; 8.000000
645; 20592.000000; 8.000000
646; 20604.000000; 6.000000
647; 20613.000000; 8.000000
648; 20627.000000; 7.000000
649; 20638.000000; 9.000000
650; 20667.000000; 2.000000
651; 20674.000000; 4.000000
652; 20679.000000; 2.000000
653; 20686.000000; 6.000000
654; 20698.000000; 6.000000
655; 20709.000000; 6.000000
656; 20745.000000; 6.000000
657; 20780.000000; 6.000000
658; 20792.000000; 8.000000
659; 20803.000000; 6.000000
660; 20826.000000; 5.000000
661; 20832.000000; 4.000000
662; 20839.000000; 6.000000
663; 20851.000000; 6.000000
664; 20884.000000; 9.000000
665; 20897.000000; 6.000000
666; 20910.000000; 6.000000
667; 20920.000000; 8.000000
668; 20931.000000; 1.000000
669; 20933.000000; 7.000000
670; 20956.000000; 4.000000
671; 20969.000000; 3.000000
672; 20975.000000; 1.000000
673; 20981.000000; 6.000000
674; 20991.000000; 7.000000
675; 21003.000000; 7.000000
676; 21016.000000; 7.000000
677; 21028.000000; 6.000000
678; 21040.000000; 6.000000
679; 21047.000000; 11.000000
680; 21063.000000; 7.000000
681; 21173.000000; 3.000000
682; 21220.000000; 6.000000
683; 21227.000000; 4.000000
684; 21234.000000; 1.000000
685; 21267.000000; 6.000000
686; 21351.000000; 4.000000
687; 21359.000000; 1.000000
688; 21361.000000; 2.000000
689; 21369.000000; 3.000000
690; 21382.000000; 2.000000
691; 21387.000000; 3.000000
692; 21391.000000; 5.000000
693; 21397.000000; 3.000000
694; 21405.000000; 3.000000
695; 21414.000000; 5.000000
696; 21423.000000; 1.000000
697; 21428.000000; 3.000000
698; 21432.000000; 4.000000
699; 21440.000000; 5.000000
700; 21452.000000; 2.000000
701; 21460.000000; 1.000000
702; 21462.000000; 4.000000
703; 21469.000000; 2.000000
704; 21475.000000; 3.000000
705; 21479.000000; 3.000000
706; 21529.000000; 3.000000
707; 21542.000000; 5.000000
708; 21738.000000; 3.000000
709; 21742.000000; 3.000000
710; 21753.000000; 1.000000
711; 21758.000000; 3.000000
712; 21794.000000; 1.000000
713; 21900.000000; 1.000000
714; 21911.000000; 2.000000
715; 22099.000000; 7.000000
716; 22110.000000; 7.000000
717; 22122.000000; 8.000000
718; 22133.000000; 8.000000
719; 22145.000000; 3.000000
720; 22151.000000; 3.000000
721; 22155.000000; 9.000000
722; 22388.000000; 2.000000
723; 22427.000000; 11.000000
724; 22475.000000; 7.000000
725; 22486.000000; 7.000000
726; 22520.000000; 5.000000
727; 22526.000000; 3.000000
728; 22615.000000; 8.000000
729; 22638.000000; 9.000000
730; 22675.000000; 7.000000
731; 22686.000000; 8.000000
732; 22698.000000; 8.000000
733; 22709.000000; 8.000000
734; 22734.000000; 3.000000
735; 22740.000000; 1.000000
736; 22768.000000; 8.000000
737; 22781.000000; 6.000000
738; 22801.000000; 11.000000
739; 22828.000000; 7.000000
740; 22839.000000; 7.000000
741; 22851.000000; 8.000000
742; 22863.000000; 3.000000
743; 22867.000000; 4.000000
744; 22910.000000; 8.000000
745; 23004.000000; 3.000000
746; 23056.000000; 4.000000
747; 23298.000000; 3.000000
748; 23521.000000; 4.000000
749; 23616.000000; 3.000000
750; 24004.000000; 3.000000
751; 24234.000000; 3.000000
752; 24305.000000; 3.000000
753; 24469.000000; 1.000000
754; 24563.000000; 1.000000
755; 24585.000000; 2.000000
756; 24644.000000; 1.000000
757; 24691.000000; 5.000000
758; 24837.000000; 5.000000
759; 24888.000000; 2.000000
760; 24977.000000; 3.000000
761; 25065.000000; 1.000000
762; 25371.000000; 1.000000
763; 25392.000000; 1.000000
764; 25396.000000; 1.000000
765; 25427.000000; 1.000000
766; 25474.000000; 1.000000
767; 25476.000000; 2.000000
768; 25521.000000; 1.000000
769; 25562.000000; 1.000000
770; 25583.000000; 1.000000
771; 25606.000000; 3.000000
772; 25662.000000; 1.000000
773; 25757.000000; 1.000000
774; 25955.000000; 1.000000
775; 25988.000000; 4.000000
776; 26016.000000; 3.000000
777; 26049.000000; 2.000000
778; 26062.000000; 1.000000
779; 26072.000000; 3.000000
780; 26142.000000; 3.000000
781; 26150.000000; 3.000000
782; 26165.000000; 3.000000
783; 26169.000000; 3.000000
784; 26176.000000; 1.000000
785; 27216.000000; 3.000000
786; 27535.000000; 2.000000
787; 27643.000000; 5.000000
788; 27652.000000; 4.000000
789; 27665.000000; 1.000000
790; 27700.000000; 1.000000
791; 27704.000000; 1.000000
792; 27721.000000; 5.000000
793; 27735.000000; 2.000000
794; 27865.000000; 1.000000
795; 28027.000000; 5.000000
796; 28075.000000; 2.000000
797; 28147.000000; 2.000000
798; 28155.000000; 2.000000
799; 28160.000000; 1.000000
800; 28170.000000; 2.000000
801; 28182.000000; 1.000000
802; 28215.000000; 1.000000
803; 28265.000000; 1.000000
804; 28284.000000; 2.000000
805; 28287.000000; 4.000000
806; 28309.000000; 1.000000
807; 28323.000000; 1.000000
808; 28383.000000; 1.000000
809; 28494.000000; 2.000000
810; 28514.000000; 6.000000
811; 28538.000000; 5.000000
812; 28546.000000; 3.000000
813; 28627.000000; 4.000000
814; 28699.000000; 7.000000
815; 28722.000000; 3.000000
816; 28875.000000; 3.000000
817; 29298.000000; 3.000000
818; 29523.000000; 2.000000
819; 29671.000000; 4.000000
820; 30065.000000; 1.000000
821; 30123.000000; 2.000000
822; 30147.000000; 2.000000
823; 30159.000000; 2.000000
824; 30265.000000; 1.000000
825; 30394.000000; 2.000000
826; 30488.000000; 2.000000
827; 30491.000000; 2.000000
828; 30677.000000; 2.000000
829; 30748.000000; 5.000000
830; 30757.000000; 3.000000
831; 30786.000000; 1.000000
832; 30794.000000; 1.000000
833; 30828.000000; 2.000000
834; 30851.000000; 1.000000
835; 30877.000000; 1.000000
836; 30900.000000; 2.000000
837; 30970.000000; 1.000000
838; 31077.000000; 1.000000
839; 31133.000000; 1.000000
840; 31135.000000; 2.000000
841; 31169.000000; 4.000000
842; 31183.000000; 1.000000
843; 31190.000000; 3.000000
844; 31227.000000; 1.000000
845; 31229.000000; 3.000000
846; 31238.000000; 1.000000
847; 31253.000000; 1.000000
848; 31263.000000; 2.000000
849; 31274.000000; 1.000000
850; 31278.000000; 1.000000
851; 31333.000000; 2.000000
852; 31398.000000; 1.000000
853; 31403.000000; 2.000000
854; 31417.000000; 2.000000
855; 31467.000000; 3.000000
856; 31491.000000; 3.000000
857; 31498.000000; 4.000000
858; 31503.000000; 3.000000
859; 31510.000000; 7.000000
860; 31522.000000; 7.000000
861; 31533.000000; 8.000000
862; 31542.000000; 3.000000
863; 31603.000000; 9.000000
864; 31650.000000; 9.000000
865; 32597.000000; 5.000000
866; 33369.000000; 3.000000
867; 33446.000000; 1.000000
868; 33454.000000; 1.000000
869; 33463.000000; 2.000000
870; 33787.000000; 3.000000
871; 34006.000000; 1.000000
872; 34010.000000; 1.000000
873; 34108.000000; 1.000000
874; 34112.000000; 1.000000
875; 34335.000000; 3.000000
876; 34536.000000; 1.000000
877; 34547.000000; 2.000000
878; 34559.000000; 1.000000
879; 34580.000000; 2.000000
880; 34676.000000; 3.000000
881; 1228.000000; 31.000000
882; 1262.000000; 40.000000
883; 1310.000000; 57.000000
884; 1396.000000; 84.000000
885; 1503.000000; 94.000000
886; 1607.000000; 13.000000
887; 1654.000000; 36.000000
888; 1695.000000; 1.000000
889; 2582.000000; 91.000000
890; 2859.000000; 50.000000
891; 2929.000000; 2.000000
892; 2942.000000; 25.000000
893; 2972.000000; 30.000000
894; 3008.000000; 24.000000
895; 3043.000000; 6.000000
896; 3067.000000; 41.000000
897; 3113.000000; 31.000000
898; 3148.000000; 43.000000
899; 3195.000000; 44.000000
900; 3255.000000; 22.000000
901; 3281.000000; 17.000000
902; 3551.000000; 93.000000
903; 4625.000000; 83.000000
904; 4738.000000; 2.000000
905; 5565.000000; 87.000000
906; 5669.000000; 1.000000
907; 6570.000000; 7.000000
908; 6580.000000; 90.000000
909; 6699.000000; 5.000000
910; 6714.000000; 79.000000
911; 6796.000000; 43.000000
912; 7748.000000; 45.000000
913; 8102.000000; 90.000000
914; 8209.000000; 17.000000
915; 8365.000000; 80.000000
916; 11821.000000; 1.000000
917; 12735.000000; 60.000000
918; 12802.000000; 93.000000
919; 12898.000000; 39.000000
920; 12959.000000; 32.000000
921; 12995.000000; 34.000000
922; 13044.000000; 43.000000
923; 14307.000000; 2.000000
924; 16358.000000; 93.000000
925; 16481.000000; 62.000000
926; 16645.000000; 51.000000
927; 16786.000000; 85.000000
928; 17002.000000; 70.000000
929; 17151.000000; 61.000000
930; 17458.000000; 25.000000
931; 17543.000000; 70.000000
