RowNumber	TimeStamp	X_Position_Degree_Right_Eye	Y_Position_Degree_Right_Eye	Distance_From_RightEye	Validity_Right_Eye	Pupil_Diameter_RightEye	X_Position_Degree_Left_Eye	Y_Position_Degree_Left_Eye	Distance_From_LeftEye	Validity_Left_Eye	Pupil_Diameter_LeftEye	Target X	Target Y
0	0	0	0	0	4	0	4.736969	3.014197	0	0	946.000000	0.000000	0.000000
1	50	0	0	0	4	0	4.719185	3.055858	0	0	965.000000	0.000000	0.000000
2	100	0	0	0	4	0	4.837723	3.142145	0	0	967.000000	0.000000	0.000000
3	150	0	0	0	4	0	2.254857	2.347217	0	0	989.000000	0.000000	0.000000
4	200	0	0	0	4	0	1.109967	1.435079	0	0	1009.000000	0.000000	0.000000
5	250	0	0	0	4	0	1.041355	1.342624	0	0	1017.000000	0.000000	0.000000
6	300	0	0	0	4	0	1.017490	1.423150	0	0	1000.000000	0.000000	0.000000
7	350	0	0	0	4	0	-0.095493	-0.301397	0	0	998.000000	0.000000	0.000000
8	400	0	0	0	4	0	-0.185017	-0.444630	0	0	999.000000	0.000000	0.000000
9	450	0	0	0	4	0	-0.188001	-0.390918	0	0	997.000000	0.000000	0.000000
10	500	0	0	0	4	0	-0.143239	-0.390918	0	0	985.000000	0.000000	0.000000
11	550	0	0	0	4	0	-0.190986	-0.313333	0	0	1000.000000	0.000000	0.000000
12	600	0	0	0	4	0	-0.164128	-0.367046	0	0	1019.000000	0.000000	0.000000
13	650	0	0	0	4	0	-0.190986	-0.390918	0	0	1030.000000	0.000000	0.000000
14	700	0	0	0	4	0	0.089525	-0.387934	0	0	1034.000000	0.000000	0.000000
15	750	0	0	0	4	0	0.035810	-0.423743	0	0	1039.000000	0.000000	0.000000
16	800	0	0	0	4	0	0.056699	-0.462534	0	0	1044.000000	0.000000	0.000000
17	850	0	0	0	4	0	0.101461	-0.432694	0	0	1027.000000	0.000000	0.000000
18	900	0	0	0	4	0	0.137271	-0.384950	0	0	1011.000000	0.000000	0.000000
19	950	0	0	0	4	0	0.074604	-0.381966	0	0	1009.000000	0.000000	0.000000
20	1000	0	0	0	4	0	0.107430	-0.459550	0	0	1014.000000	0.000000	0.000000
21	1050	0	0	0	4	0	0.140255	-0.477454	0	0	1009.000000	-0.691970	0.704000
22	1100	0	0	0	4	0	0.131302	-0.396886	0	0	992.000000	-1.398063	1.422368
23	1150	0	0	0	4	0	0.140255	-0.328253	0	0	973.000000	-2.104155	2.140736
24	1200	0	0	0	4	0	-0.173080	-0.116382	0	0	962.000000	-2.810247	2.859103
25	1250	0	0	0	4	0	-1.587165	1.187523	0	0	939.000000	-3.516340	3.577471
26	1300	0	0	0	4	0	-3.617949	3.207596	0	0	912.000000	-4.222432	4.295838
27	1350	0	0	0	4	0	-3.846753	3.472284	0	0	907.000000	-4.928524	5.014206
28	1400	0	0	0	4	0	-3.980414	3.549581	0	0	905.000000	-5.634616	5.732574
29	1450	0	0	0	4	0	-5.193083	5.589428	0	0	905.000000	-6.340709	6.450942
30	1500	0	0	0	4	0	-5.512566	6.014753	0	0	892.000000	-7.046801	7.169309
31	1550	0	0	0	4	0	-5.610118	5.940959	0	0	905.000000	-7.752893	7.887677
32	1600	0	0	0	4	0	-6.875131	6.660313	0	0	928.000000	-8.458985	8.606045
33	1650	0	0	0	4	0	-7.949121	7.811503	0	0	940.000000	-9.165078	9.324412
34	1700	0	0	0	4	0	-8.153914	8.209466	0	0	956.000000	-9.871170	10.042780
35	1750	0	0	0	4	0	-8.156839	8.069097	0	0	987.000000	-9.984145	10.157719
36	1800	0	0	0	4	0	-9.610336	9.598733	0	0	992.000000	-9.984145	10.157719
37	1850	0	0	0	4	0	-9.853842	10.099881	0	0	995.000000	-9.984145	10.157719
38	1900	0	0	0	4	0	-10.461019	11.421795	0	0	997.000000	-9.984145	10.157719
39	1950	0	0	0	4	0	-10.417727	11.180753	0	0	1019.000000	-9.984145	10.157719
40	2000	0	0	0	4	0	-10.504300	11.229568	0	0	1032.000000	-9.984145	10.157719
41	2050	0	0	0	4	0	-9.978354	10.812680	0	0	1042.000000	-9.984145	10.157719
42	2100	0	0	0	4	0	-9.949408	10.772367	0	0	1055.000000	-9.984145	10.157719
43	2150	0	0	0	4	0	-9.911767	10.625422	0	0	1070.000000	-9.984145	10.157719
44	2200	0	0	0	4	0	-9.911767	10.556220	0	0	1092.000000	-9.984145	10.157719
45	2250	0	0	0	4	0	-9.949408	10.622539	0	0	1104.000000	-9.984145	10.157719
46	2300	0	0	0	4	0	-9.949408	10.688827	0	0	1117.000000	-9.984145	10.157719
47	2350	0	0	0	4	0	-9.879912	10.510069	0	0	1137.000000	-9.984145	10.157719
48	2400	0	0	0	4	0	-9.926246	10.518723	0	0	1142.000000	-9.984145	10.157719
49	2450	0	0	0	4	0	-9.960988	10.602357	0	0	1133.000000	-9.984145	10.157719
